,Brand,Category,Product Name,Price,Reviewer,Review,Product Purchase,Ratings,Date Of Review,Response,Topic,Polarity
153,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,amaaanina,bottle is new and sealed, 128 Warm Nude,5,9/10/2019 1:52,no,product,1
154,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,edithcav0720,one of the quickest delivered item i ordered in shoppe, 220 Natural Beige,5,9/20/2019 21:48,no,delivery,1
155,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,edithcav0720,i got this in less than 2 days upon placing the order, 220 Natural Beige,5,9/20/2019 21:48,no,delivery,1
156,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,edithcav0720,so delighted with fast turnaround, 220 Natural Beige,5,9/20/2019 21:48,no,delivery,1
157,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,djannine,fast delivery, 222 True Beige,5,10/2/2019 23:30,no,delivery,1
158,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,darrenevanteo,item came as described, 128 Warm Nude,5,9/25/2019 6:05,no,product,1
159,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,darrenevanteo,very fast delivery, 128 Warm Nude,5,9/25/2019 6:05,no,delivery,1
160,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,darrenevanteo,packaging is safe., 128 Warm Nude,5,9/25/2019 6:05,no,product,1
161,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,anetan,product well packed with bubble bag, 222 True Beige,5,9/9/2019 13:04,no,product,1
162,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,anetan,good coverage nice colour tone, 222 True Beige,5,9/9/2019 13:04,no,product,1
163,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,anetan,skin feel refreshed, 222 True Beige,5,9/9/2019 13:04,no,product,1
164,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,anetan,good buy, 222 True Beige,5,9/9/2019 13:04,no,product,1
165,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,joankum,waited for more than 2 weeks to receive my item, 115 Ivory,3,9/28/2019 12:32,no,delivery,-1
166,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,janicelow1210,bought yesterday and received today, 115 Ivory,5,9/4/2019 22:56,no,delivery,1
167,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,janicelow1210,too yellow., 115 Ivory,5,9/4/2019 22:56,no,product,-1
168,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,andreatswizzle,received the following day, 120 Classic Ivory,5,9/9/2019 20:34,no,delivery,1
169,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,andreatswizzle,manufacturing date is 6 months ago, 120 Classic Ivory,5,9/9/2019 20:34,no,product,1
170,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,andreatswizzle,great seller, 120 Classic Ivory,5,9/9/2019 20:34,no,product,1
171,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,helloyellowbirdie,really fast delivery, 128 Warm Nude,5,9/6/2019 18:14,no,delivery,1
172,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,rachelwhe,looks more yellow toned in picture than in real life, 120 Classic Ivory,5,9/9/2019 19:10,no,product,-1
173,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,rachelwhe,delivery too awhile too, 120 Classic Ivory,5,9/9/2019 19:10,no,delivery,-1
174,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,yukihooxuefen,didnâ€™t get the free gift though, 220 Natural Beige,5,9/6/2019 10:28,no,product,-1
175,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,yandrag,"niceeeeeeeeeeeeeeeeeeee....
 worth itttttttttttttttttt....", 228 Soft Tan,5,9/10/2019 2:01,no,product,1
176,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,naivialyntalde,very fast., 128 Warm Nude,5,9/9/2019 22:53,no,delivery,1
177,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,naivialyntalde,and try pack properly ., 128 Warm Nude,5,9/9/2019 22:53,no,delivery,-1
178,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,naivialyntalde,i will order again, 128 Warm Nude,5,9/9/2019 22:53,no,product,1
179,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,yinwei.lee,order came in good condition in a bubble package, 220 Natural Beige,5,9/3/2019 22:14,no,delivery,1
180,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,yinwei.lee,thank you for the free bottles of makeup remover!, 220 Natural Beige,5,9/3/2019 22:14,no,product,1
181,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,shoppingmum,look like the one seen in guardian and watson, 310 Sun Beige,5,9/5/2019 21:46,no,product,0
182,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,shoppingmum,glad to buy it during the offer, 310 Sun Beige,5,9/5/2019 21:46,no,product,1
183,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,vulengoctram,"super fast delivery, within 2 days", 115 Ivory,5,9/7/2019 0:11,no,delivery,1
184,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,vulengoctram,quite matte and smooth, 115 Ivory,5,9/7/2019 0:11,no,product,1
185,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,vulengoctram,love it!, 115 Ivory,5,9/7/2019 0:11,no,product,1
186,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,hell123456,"good deal, just the foundation is transferable", 120 Classic Ivory,4,9/22/2019 20:20,no,product,1
187,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,hnyzj,bought the wrong shade :( its too dark :(, 220 Natural Beige,5,9/17/2019 12:26,no,product,-1
188,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,maxine89,fast delivery, 120 Classic Ivory,5,8/22/2019 23:11,no,delivery,1
189,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,maxine89,come well packaged, 120 Classic Ivory,5,8/22/2019 23:11,no,delivery,1
190,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,maxine89,foundation has a pump, 120 Classic Ivory,5,8/22/2019 23:11,no,product,1
191,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,cicilia181,super fast delivery, 222 True Beige,5,9/10/2019 21:21,no,delivery,1
192,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,msamin87,good deal, 115 Ivory,4,9/4/2019 23:10,no,product,1
193,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,kaiwen_,love the new pumps as well, 220 Natural Beige,5,9/13/2019 11:28,yes,product,1
194,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,erin_guo37,good buy!, 222 True Beige,5,9/9/2019 23:04,no,product,1
195,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,linglinglee,fast delivery and item is goooooood, 235 Pure Beige,5,9/15/2019 22:53,yes,delivery,1
196,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,wangjun11281,"my favourite liquid foundation, now with pump!", 120 Classic Ivory,5,9/4/2019 20:35,no,product,1
197,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,nadirah_khalid,so glad this amazing foundation finally comes with a pump, 130 Buff Beige,5,9/4/2019 23:39,no,product,1
198,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,nadirah_khalid,highly recommended!, 130 Buff Beige,5,9/4/2019 23:39,no,product,1
199,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,misharkey,omg i love it especially in the pump form!!, 220 Natural Beige,5,8/19/2019 22:45,no,product,1
200,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,kaisinchew,item received in good condition, 220 Natural Beige,5,9/16/2019 7:51,yes,delivery,1
201,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,deelala,super fast delivery ðÿ‘ðÿ¼, 128 Warm Nude,5,9/13/2019 15:01,yes,delivery,1
202,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,alfaapple,received in a good condition as the bottle is wrapped in a bubble wrap, 222 True Beige,5,9/6/2019 19:06,no,delivery,1
203,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,masmarkso,return customer ðÿ‘, 235 Pure Beige,5,9/16/2019 21:50,no,product,1
204,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,sharxlim,yay love the pump, 220 Natural Beige,5,9/12/2019 16:38,no,product,1
205,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,hisdancer,items were well received and well wrapped, 228 Soft Tan,5,9/10/2019 21:31,no,delivery,1
206,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,hisdancer,will definitely purchase again, 228 Soft Tan,5,9/10/2019 21:31,no,product,1
207,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,rubywmw87,items well packaged and fast delivery within 2 days, 220 Natural Beige,5,8/31/2019 16:09,no,delivery,1
208,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,tiffanychin12345,very very fast shipping, 220 Natural Beige,5,9/5/2019 20:02,no,delivery,1
209,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,tiffanychin12345,"cheaper then retail store, buy it.", 220 Natural Beige,5,9/5/2019 20:02,no,product,1
210,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,doreenlim05,item receive in good condition., 115 Ivory,5,9/9/2019 19:09,no,delivery,1
211,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,stationeryempire,very fast delivery ðÿ‘, 120 Classic Ivory,5,8/26/2019 13:06,no,delivery,1
212,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,wendytan128,it is exactly as described, 310 Sun Beige,5,8/29/2019 22:39,no,product,0
213,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,wendytan128,have been using this for some time, 310 Sun Beige,5,8/29/2019 22:39,no,product,1
214,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,fishcubes,fast delivery and in good condition, 120 Classic Ivory,5,9/4/2019 22:27,no,delivery,1
215,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,fishcubes,did not get the makeup remover, 120 Classic Ivory,5,9/4/2019 22:27,no,product,-1
216,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,dolshqis,fast delivery, 220 Natural Beige,5,8/29/2019 14:15,no,delivery,1
217,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,dolshqis,exact shade, 220 Natural Beige,5,8/29/2019 14:15,no,product,1
218,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,ah2608,fast delivery, 220 Natural Beige,5,8/20/2019 11:39,no,delivery,1
219,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,ah2608,"product was well packaged, items received in good condition", 220 Natural Beige,5,8/20/2019 11:39,no,delivery,1
220,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,analiseng,bought two during promotion, VERSATILE,5,1/8/2020 10:11,no,product,1
221,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,analiseng,loving the durability and colours!, VERSATILE,5,1/8/2020 10:11,no,product,1
222,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,ellarahmatmarican,repeated purchase from this seller, SEEKER,5,12/24/2019 8:36,no,product,1
223,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,ellarahmatmarican,came on time and fast delivery!, SEEKER,5,12/24/2019 8:36,no,delivery,1
224,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,msxrah,"item well received, very fast delivery!!", SEEKER,5,12/24/2019 17:49,no,delivery,1
225,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,benetti,will buy again, SELFSTARTER 130,5,12/19/2019 12:57,no,product,1
226,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,pamela070691,nicely packaged well protected, ARTIST 120,5,12/4/2019 20:45,no,delivery,1
227,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,pamela070691,timely delivery, ARTIST 120,5,12/4/2019 20:45,no,delivery,1
228,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,anrahman86,well received the product, INSPIRER 125,5,12/4/2019 0:41,no,delivery,1
229,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,mysecretempire,nice colour but doesnâ€™t stay at all.., DELICATE,5,12/1/2019 23:58,no,product,0
230,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,mysecretempire,disappointed, DELICATE,5,12/1/2019 23:58,no,product,-1
231,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,wei_lingggg,delivery took awhile (ordered during 11/11), SEEKER,5,11/23/2019 14:04,no,delivery,-1
232,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,jseah,tried on hand, INSPIRER 125,5,11/22/2019 21:54,no,product,0
233,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,jseah,colour stayed on very well despite washing, INSPIRER 125,5,11/22/2019 21:54,no,product,1
234,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,jomalvarezz,got what i ordered and it came with a free make up remover, SEEKER,5,11/22/2019 19:40,no,product,1
235,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,jomalvarezz,but itâ€™s pretty disappointing because it took 11 days before the item was delivered to me, SEEKER,5,11/22/2019 19:40,no,delivery,-1
236,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,govinda1985,i love it ðÿ¥°, SELFSTARTER 130,5,11/22/2019 19:22,no,product,1
237,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,mjdjap,thicker than expected but does what is advertised and does not transfer, GROUNDBREAKER 117,5,11/21/2019 9:57,no,product,0
238,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,mjdjap,lovely colour, GROUNDBREAKER 117,5,11/21/2019 9:57,no,product,1
239,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,mjdjap,bright and vibrant red., GROUNDBREAKER 117,5,11/21/2019 9:57,no,product,1
240,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,heavensmecredi,always buy during a sale at a good price :) very happy with my purchase.., DELICATE,5,10/29/2019 12:53,no,product,1
241,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,belindaaatan,fast delivery! ordered on the 29oct and received on 2nov! :), SELFSTARTER 130,5,11/2/2019 14:34,no,delivery,1
242,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,jerinewong,delivery was fast, ARTIST 120,5,11/2/2019 16:40,no,delivery,1
243,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,jerinewong,competitive price and the freebies came on the promotional day, ARTIST 120,5,11/2/2019 16:40,no,product,1
244,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,jerinewong,worth the purchase, ARTIST 120,5,11/2/2019 16:40,no,product,1
245,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,qandscorner,product is good as we know, FOUNDER 115,1,11/7/2019 7:33,no,product,1
246,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,thecoed,item took about 3-4 days., VERSATILE,5,11/2/2019 15:18,no,delivery,0
247,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,nyein68,fast delivery and very well packed, INSPIRER 125,5,11/4/2019 22:36,no,delivery,1
248,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,anrahman86,received it well for my wife, ARTIST 120,5,11/1/2019 15:05,no,delivery,1
249,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,alxr243,received 31st oct in good condition, VERSATILE,5,10/31/2019 20:06,no,delivery,1
250,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,nabsmd,colour is true to photos, AMBITIOUS,5,10/21/2019 23:52,no,product,1
251,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,rainbowglitter,bought 4 because had discount, VERSATILE,5,10/11/2019 15:38,no,product,1
252,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,rainbowglitter,maybe won't put so much next time, VERSATILE,5,10/11/2019 15:38,no,product,-1
253,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,lululu8,item received in good condition, SEEKER,5,10/14/2019 19:55,no,delivery,1
254,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,lululu8,havent tried the item so cant comment on the quality, SEEKER,5,10/14/2019 19:55,no,product,0
255,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,elsaryna,already owned 6 of them, GLOBETROTER 135,5,10/3/2019 21:26,no,product,1
256,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,elsaryna,"last really long, longer than my relationships", GLOBETROTER 135,5,10/3/2019 21:26,no,product,1
257,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,elsaryna,"to speed up the process, lick your lips (nikkietutorial's tip)", GLOBETROTER 135,5,10/3/2019 21:26,no,product,0
258,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,jovinwoo,it's more orangy than red but it really stays on so you have to use those waterproof make up remover to get it out, GLOBETROTER 135,5,10/14/2019 11:15,no,product,1
259,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,sg9085_07118,i like this lipstick., VERSATILE,5,10/15/2019 12:34,no,product,1
260,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,sg9085_07118,really superstay, VERSATILE,5,10/15/2019 12:34,no,product,1
261,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,sg9085_07118,delivery quiet fast, VERSATILE,5,10/15/2019 12:34,no,delivery,1
263,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,kyy456456,will definitely buy more colours, DANCER 118,5,10/14/2019 20:19,no,product,1
264,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,kyy456456,also love the key ring, DANCER 118,5,10/14/2019 20:19,no,product,1
265,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,jeihope,"very fast delivery, order arrived the next day!", SEEKER,5,10/12/2019 0:40,no,delivery,1
266,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,moustastic,super worth the price, FOUNDER 115,5,10/13/2019 16:33,no,product,1
267,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,moustastic,very pigmented., FOUNDER 115,5,10/13/2019 16:33,no,product,1
268,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,pigugrass,orangey shade, VERSATILE,4,10/15/2019 8:20,no,product,0
269,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,auricomum,repeated order, VERSATILE,5,10/9/2019 20:10,no,product,1
270,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,auricomum,delivery is fast as usual, VERSATILE,5,10/9/2019 20:10,no,delivery,1
271,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,auricomum,i like crayon matte than superstay matte, VERSATILE,5,10/9/2019 20:10,no,product,1
272,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,gwensternator,havenâ€™t tried it yet but received the product in sealed good condition!, VERSATILE,5,10/12/2019 11:55,no,delivery,1
273,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,jyjoey123,feel very dry on my lips but the colour is really long lasting, DELICATE,5,10/12/2019 19:00,no,product,0
274,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,ngoc_lethuy,authentic, SELFSTARTER 130,5,10/3/2019 0:16,no,product,0
275,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,ngoc_lethuy,manufacturing date was early 2019 (not bad!), SELFSTARTER 130,5,10/3/2019 0:16,no,product,1
276,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,ngoc_lethuy,very fast delivery., SELFSTARTER 130,5,10/3/2019 0:16,no,delivery,1
277,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,ngoc_lethuy,happy with this purchase, ASSERTIVE,5,10/6/2019 11:32,no,product,1
278,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,ngoc_lethuy,would recommend., ASSERTIVE,5,10/6/2019 11:32,no,product,1
279,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,hilwaaawa,fast delivery!!, FOUNDER 115,5,10/13/2019 3:53,no,delivery,1
280,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,scorpiospeef,loving the matte new lippy, SEEKER,5,10/3/2019 8:29,no,product,1
281,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,scorpiospeef,the colour is really vibrant and the best of all it is really long lasting, SEEKER,5,10/3/2019 8:29,no,product,1
282,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,scorpiospeef,"happy with purchase ~ also delivery was quick.
 have yet to try the foundation", SEEKER,5,10/3/2019 8:29,no,delivery,1
283,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,emelynllapitan,love this lipstick 115, FOUNDER 115,5,10/10/2019 8:22,no,product,1
284,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,emelynllapitan,ðÿ‘„yes proven superstay ðÿ˜šðÿ˜ ðÿ‘, FOUNDER 115,5,10/10/2019 8:22,no,product,1
285,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,genevieloh,product looks the same as those in watson's, DELICATE,5,10/14/2019 20:38,no,product,1
286,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,genevieloh,love it!!, DELICATE,5,10/14/2019 20:38,no,product,1
287,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,ashleigh148,items received in bubble wrap, ARTIST 120,5,9/20/2019 0:40,no,delivery,1
288,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,izzxh,fast delivery, INSPIRER 125,5,10/5/2019 1:49,no,delivery,1
289,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,kleyr12m,the product came in good condition in proper packaging, SELFSTARTER 130,5,10/4/2019 15:47,no,delivery,1
290,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,julipie,fast delivery, SELFSTARTER 130,5,10/12/2019 21:49,no,delivery,1
291,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,cathvoon,love the colours n much cheaper than retail, VERSATILE,5,9/18/2019 10:32,no,product,1
292,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,cathvoon,the colour really can stay for the whole day even after food, VERSATILE,5,9/18/2019 10:32,no,product,1
293,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,dianarohop,fast and prompt, SEEKER,5,9/20/2019 22:35,no,delivery,1
294,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,randi,fast delivery and came nicely packed!, VERSATILE,5,10/3/2019 22:08,no,delivery,1
295,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,babyzila,my fav lipstick of all time, DELICATE,5,8/27/2019 15:39,no,product,1
296,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,babyzila,very lasting, DELICATE,5,8/27/2019 15:39,no,product,1
297,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,babyzila,im looking to buy most of the shades!, DELICATE,5,8/27/2019 15:39,no,product,1
298,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,sandychanana,bought t as a gift, FOUNDER 115,5,9/10/2019 18:22,no,product,0
299,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,sandychanana,received well in time, FOUNDER 115,5,9/10/2019 18:22,no,delivery,1
300,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,sandychanana,no opinion on how it looks yet, FOUNDER 115,5,9/10/2019 18:22,no,product,0
301,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,sandychanana,hope that it works fine, FOUNDER 115,5,9/10/2019 18:22,no,product,0
302,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,mixueang,lipsticks mfg dated 2019 except for the free gift on shade protector 85 is on 2018, INSPIRER 125,4,7/22/2019 20:36,no,product,0
303,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,mixueang,love the lipstick i bought with that 50% off second pc, FOUNDER 115,5,7/31/2019 14:28,no,product,1
304,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,sookie10,order came super fast, INSPIRER 125,5,8/21/2019 11:13,no,delivery,1
305,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,dr3amie,item came quickly, FOUNDER 115,5,8/1/2019 13:51,no,delivery,1
306,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,dr3amie,really can't wait to use it, FOUNDER 115,5,8/1/2019 13:51,no,product,0
307,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,dr3amie,i really love this range of lipstick, FOUNDER 115,5,8/1/2019 13:51,no,product,1
308,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,gohchloe,received in 10 days, VERSATILE,5,8/5/2019 22:57,no,delivery,0
309,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,gohchloe,good deal!!, VERSATILE,5,8/5/2019 22:57,no,product,1
310,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,jasrinaaa,good buy.., GROUNDBREAKER 117,5,8/8/2019 9:26,no,product,1
311,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,jasrinaaa,got each lipstick for almost half the price...., GROUNDBREAKER 117,5,8/8/2019 9:26,no,product,0
