,Brand,Category,Product Name ,Price,Review,Product Purchase,Ratings,Date Or Review
656,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,Very light toner which helps to hydrate my skin well. In addition it help to lighten some of my scars,Volume (ml):130,0,26 Jul 2019
657,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,The Essence was suitable for my skin type. It is moisturising and hydrating and mild on the skin. It is also not oily and not sticky which is good for application before bed time!,Volume (ml):130,0,26 Jul 2019
658,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,The Essence was suitable for my skin type. It is moisturising and hydrating and mild on the skin. It is also not oily and not sticky which is good for application before bed time!,Volume (ml):130,0,26 Jul 2019
659,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,So far this has made my skin brighter and more hydrated eventhough i have oily skin. Would continue to use this until the product is finish to see more results!,Volume (ml):130,0,26 Jul 2019
660,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,So far this has made my skin brighter and more hydrated eventhough i have oily skin. Would continue to use this until the product is finish to see more results!,Volume (ml):130,0,26 Jul 2019
661,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,The product feels really light on the skin and absorbs quickly! Itâ€™s good for oily skin but not sure for dry skin as itâ€™s not super hydrating,Volume (ml):130,0,26 Jul 2019
662,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,What i can say is this product gives the skin a fresh base. The scent is definitely the fav. No irriation at all. I forgot i even used it for more than 7 days. This products does lift up the wrinkles around my eyes which i hv been insecure about. Thank you ! I will definitely consider to buy it once finish â¤ï¸,Volume (ml):130,0,26 Jul 2019
663,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,Product smelled great and was absorbed into skin easily. Felt that my skin was smoother and firmer. Overall great product.,Volume (ml):130,0,26 Jul 2019
664,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,Product smelled great and was absorbed into skin easily. Felt that my skin was smoother and firmer. Overall great product.,Volume (ml):130,0,26 Jul 2019
665,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,After trying this product  it leave my skin more firmer  radiant  smooth & brighter . Recommended for other users to try this product.,Volume (ml):130,0,26 Jul 2019
666,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,After trying this product  it leave my skin more firmer  radiant  smooth & brighter . Recommended for other users to try this product.,Volume (ml):130,0,26 Jul 2019
667,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,Good product . I have sensitive skin but no issues using this product. Skin look more radiance now .,Volume (ml):130,0,26 Jul 2019
668,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,Good product . I have sensitive skin but no issues using this product. Skin look more radiance now .,Volume (ml):130,0,26 Jul 2019
669,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,i'm kind of feeling meh about this product as i didn't see much difference in my skin. it does smell good though and absorbs into my skin quickly. for overall difference in skin both over time and straight after i couldn't see a difference. hopefully i can see a difference with longer usage!,Volume (ml):130,0,26 Jul 2019
670,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,i'm kind of feeling meh about this product as i didn't see much difference in my skin. it does smell good though and absorbs into my skin quickly. for overall difference in skin both over time and straight after i couldn't see a difference. hopefully i can see a difference with longer usage!,Volume (ml):130,0,26 Jul 2019
671,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,The first 3 day of using it my skin started took dry and started to peel i wanted to stop but i told myself i will give it a try after 7 days of using it taaddaaaa my skin look more radiant smoother and look firmer for my skin that is combination and sensitive to product this one really give a good shot on my skin.. ðŸ˜ŠðŸ˜‰,Volume (ml):130,0,26 Jul 2019
672,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,The first 3 day of using it my skin started took dry and started to peel i wanted to stop but i told myself i will give it a try after 7 days of using it taaddaaaa my skin look more radiant smoother and look firmer for my skin that is combination and sensitive to product this one really give a good shot on my skin.. ðŸ˜ŠðŸ˜‰,Volume (ml):130,0,26 Jul 2019
673,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,Very affordable yet effective product!! Have been using it Day and night for 7 days straight and I do see a difference in my skin. I have sensitive and dry skin but this essence works well for me. Turned my dull skin into glowing bright skin. Would definitely buy this product !,Volume (ml):130,0,26 Jul 2019
674,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,Very affordable yet effective product!! Have been using it Day and night for 7 days straight and I do see a difference in my skin. I have sensitive and dry skin but this essence works well for me. Turned my dull skin into glowing bright skin. Would definitely buy this product !,Volume (ml):130,0,26 Jul 2019
675,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,Been using this continuously for 7 days now. Complexion has become more radiant. It is very lightweight you wont have a sticky or tacky feeling. It absorbs fast into your skin. Will be purchasing the full size one soon !,Volume (ml):130,0,26 Jul 2019
676,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,Been using this continuously for 7 days now. Complexion has become more radiant. It is very lightweight you wont have a sticky or tacky feeling. It absorbs fast into your skin. Will be purchasing the full size one soon !,Volume (ml):130,0,26 Jul 2019
677,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,The product is absorbed nearly instantly  which is wonderful. I took a before and after photo but yet to see any significant difference maybe cos I've only used it for 1 week. There's a fragrance to the product which is decent.,Volume (ml):130,0,26 Jul 2019
678,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,The product is absorbed nearly instantly  which is wonderful. I took a before and after photo but yet to see any significant difference maybe cos I've only used it for 1 week. There's a fragrance to the product which is decent.,Volume (ml):130,0,26 Jul 2019
679,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,Felt that the pores and my skin texture are more refined after using this product! I also like that the productâ€™s texture is light and watery which makes my skin feels hydrated and refreshed. Generally my skin feels smoother and brighter after using the product.,Volume (ml):130,0,26 Jul 2019
680,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,Tried. I find it not bad. If people were to ask me worth buying? My answer is yes you may give it a try. The hydration period/ result might need to take 3-5 days for those who have a very dry skin. ( like peeling kind ),Volume (ml):130,0,25 Jul 2019
681,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,Tried. I find it not bad. If people were to ask me worth buying? My answer is yes you may give it a try. The hydration period/ result might need to take 3-5 days for those who have a very dry skin. ( like peeling kind ),Volume (ml):130,0,25 Jul 2019
682,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,I recently received the product and started using it. Its been 5 to 6 days. The consistency is watery but when you apply on your face it somehow gives a oily touch. Honestly not high rated for consistency and effect.I didnt see much of a difference except it gives a shiny effect for sone time which slowly wears off and darkens the skin. I didnt fave such issues with other product i used like innisfree olay etc.,Volume (ml):130,0,25 Jul 2019
683,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,I recently received the product and started using it. Its been 5 to 6 days. The consistency is watery but when you apply on your face it somehow gives a oily touch. Honestly not high rated for consistency and effect.I didnt see much of a difference except it gives a shiny effect for sone time which slowly wears off and darkens the skin. I didnt fave such issues with other product i used like innisfree olay etc.,Volume (ml):130,0,25 Jul 2019
684,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,This product doesn't seem to work for me. My skin at the time when I tried was pretty sensitive due to lack of sleep. When I put it on I feel stinging sensation for a while.  Although no major reaction after that the stinging sensation is uncomfortable. I did not see a major improvement in my skin. in terms of radiant but it seems a little more plump.,Volume (ml):130,0,25 Jul 2019
685,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,Have been using this for the past one week. I feel like my skin feels hydrated plumped and definitely more refreshed. It also feels like it brightened up.,Volume (ml):130,0,24 Jul 2019
686,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,Have been using this for the past one week. I feel like my skin feels hydrated plumped and definitely more refreshed. It also feels like it brightened up.,Volume (ml):130,0,24 Jul 2019
687,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,It does gives immediate hydration skin looks brighten and radiant after 7 days tried. No sensitiveno itchy and mild.However can feel a bit sticky after applied. Need time to absorb and penetrate to skin then  can feel skin smooth and soft,Volume (ml):130,0,23 Jul 2019
688,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,It does gives immediate hydration skin looks brighten and radiant after 7 days tried. No sensitiveno itchy and mild.However can feel a bit sticky after applied. Need time to absorb and penetrate to skin then  can feel skin smooth and soft,Volume (ml):130,0,23 Jul 2019
689,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,been using it for 7 days and my face does seem brighter. Obviously using it for longer would show more obvious changes. I have oily- acne prone skin and this hasnâ€™t made me break out so thatâ€™s a plus.,Volume (ml):130,0,22 Jul 2019
690,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,been using it for 7 days and my face does seem brighter. Obviously using it for longer would show more obvious changes. I have oily- acne prone skin and this hasnâ€™t made me break out so thatâ€™s a plus.,Volume (ml):130,0,22 Jul 2019
691,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,If you're looking for something hydrating that can be quickly absorbed and gives anti-aging properties this is the one for you.,Volume (ml):130,0,22 Jul 2019
692,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,If you're looking for something hydrating that can be quickly absorbed and gives anti-aging properties this is the one for you.,Volume (ml):130,0,22 Jul 2019
693,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,This product easily absorbed into my skin within 10 seconds and I can feel my skin instantly hydrated after applying it. I use this after cleanser and skipped toner on lazy days but it makes my skin feel as though Iâ€™ve applied toner and moisturizer. Doesnâ€™t feel sticky either which is plus point in our humid weather.,Volume (ml):130,0,18 Jul 2019
694,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,This product easily absorbed into my skin within 10 seconds and I can feel my skin instantly hydrated after applying it. I use this after cleanser and skipped toner on lazy days but it makes my skin feel as though Iâ€™ve applied toner and moisturizer. Doesnâ€™t feel sticky either which is plus point in our humid weather.,Volume (ml):130,0,18 Jul 2019
695,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,No comments/review is an image,Volume (ml):130,5,12 Oct 2019
696,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,No comments/review is an image,Volume (ml):130,5,12 Oct 2019
697,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,No comments/review is an image,Volume (ml):130,5,11 Oct 2019
698,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,No comments/review is an image,Volume (ml):130,5,09 Oct 2019
699,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,No comments/review is an image,Volume (ml):130,5,08 Oct 2019
700,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,Love it,Volume (ml):130,5,04 Oct 2019
701,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,No comments/review is an image,Volume (ml):130,5,26 Sep 2019
702,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,No comments/review is an image,Volume (ml):130,4,16 Sep 2019
703,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,No comments/review is an image,Volume (ml):130,5,09 Sep 2019
704,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,No comments/review is an image,Volume (ml):130,5,08 Aug 2019
705,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,No comments/review is an image,Volume (ml):130,5,01 Aug 2019
706,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,absorbs fast and has a nice smell. efficacy is okay for the price.,Volume (ml):130,0,29 Jul 2019
707,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,absorbs fast and has a nice smell. efficacy is okay for the price.,Volume (ml):130,0,29 Jul 2019
708,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,It's good and hydrating and my skin feel light and not sticky after use. Great product!!,Volume (ml):130,0,27 Jul 2019
709,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,It's good and hydrating and my skin feel light and not sticky after use. Great product!!,Volume (ml):130,0,27 Jul 2019
710,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,Texture is watery and absorbs to the skin easily. Not much smell.,Volume (ml):130,0,26 Jul 2019
711,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,Texture is watery and absorbs to the skin easily. Not much smell.,Volume (ml):130,0,26 Jul 2019
712,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,It is very hydrating and light! It is not sticky too. Great for our climate!,Volume (ml):130,0,26 Jul 2019
713,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,It is very hydrating and light! It is not sticky too. Great for our climate!,Volume (ml):130,0,26 Jul 2019
714,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,nice product feel hydrated and refreshed after use,Volume (ml):130,0,26 Jul 2019
715,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,nice product feel hydrated and refreshed after use,Volume (ml):130,0,26 Jul 2019
716,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,- scent is pleasant - easily absorbed by the skin,Volume (ml):130,0,26 Jul 2019
717,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,- scent is pleasant - easily absorbed by the skin,Volume (ml):130,0,26 Jul 2019
718,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,Serum is lightweight with no sticky feeling. Leave skin glowy and soft,Volume (ml):130,0,26 Jul 2019
719,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,Serum is lightweight with no sticky feeling. Leave skin glowy and soft,Volume (ml):130,0,26 Jul 2019
720,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro-Essence Water 130ml,$26.93,use for about one weeks now and notice that my skin feels firmer and more lifted.,Volume (ml):130,0,26 Jul 2019
721,l-oreal-paris,Face Treatments Serums,L'Oréal Paris White Perfect Clinical Anti-Spot Derm Whitening Essence 30ml,$31.90,"Fast delivery :)
No spillage!! 
Thank you for the free gift :)",Volume (ml):30,5,04 Oct 2019
722,l-oreal-paris,Face Treatments Serums,L'Oréal Paris White Perfect Clinical Anti-Spot Derm Whitening Essence 30ml,$31.90,No comments/review is an image,Volume (ml):30,5,30 Nov 2019
723,l-oreal-paris,Face Treatments Serums,L'Oréal Paris White Perfect Clinical Anti-Spot Derm Whitening Essence 30ml,$31.90,No comments/review is an image,Volume (ml):30,5,15 Dec 2018
724,l-oreal-paris,Face Treatments Serums,Youth Code Ferment Anti-Aging Essence 30ml (Bundle of 2) by L'Oreal Paris,$83.80,No comments/review is an image,Volume (ml):30,5,4 weeks ago
725,l-oreal-paris,Face Treatments Serums,Youth Code Ferment Anti-Aging Essence 30ml (Bundle of 2) by L'Oreal Paris,$83.80,No comments/review is an image,Volume (ml):30,5,17 Dec 2019
726,l-oreal-paris,Face Treatments Serums,Youth Code Ferment Anti-Aging Essence 30ml (Bundle of 2) by L'Oreal Paris,$83.80,No comments/review is an image,Volume (ml):30,5,16 Dec 2019
727,l-oreal-paris,Face Treatments Serums,Youth Code Ferment Anti-Aging Essence 30ml (Bundle of 2) by L'Oreal Paris,$83.80,No comments/review is an image,Volume (ml):30,5,15 Dec 2019
728,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro Essence 65ml,$17.18,The product feels light on the skin and is absorbed very quickly. I feel that my scars from blemishes have lightened as well. Has a very pleasant smell to it too (a bit like SKII),Volume (ml):65,0,15 Aug 2019
729,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro Essence 65ml,$17.18,When applied during day and night after cleansing and toner . It feels lightweight when applied . No strong distinct or perfume smell which I really like . It is easy to apply seems like a watery kind of essence . I can feel my skin became smooth after I woke up when I use at night and in the day my skin feels smooth and comfortable too . Overall this product is good for people who likes a lightweight water base essence . It is also suitable for oily or combination skin like mine .,Volume (ml):65,0,07 Aug 2019
730,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro Essence 65ml,$17.18,Pleasant fragrance that is not overpowering. Skin feels fresh after patting it on. The skin would radiant a nice healthy glow after about a week of applying it. It was not noticeable at first but towards the end of the week an improvement to the radiance of the skin is observed. It does take awhile before the product is absorbed into the skin even after patting it for awhile. Although the skin does look radiant it doesn’t look crystal clear..... yet.,Volume (ml):65,0,05 Aug 2019
731,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro Essence 65ml,$17.18,Feel: light on my type of combination skin.Smell: Very relaxing light especially before bedtime. Radiance: Not showing up any significant difference after 7days yet. Suitable: Travel on flight Value for money: can't tell yet due to results on skin status quo.,Volume (ml):65,0,03 Aug 2019
732,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro Essence 65ml,$17.18,It was very easy to apply and it feels that the product is instantly absorbed into the skin. The texture was also very lightweight. However I don't really feel my skin being more radiant and youthful - maybe I need to use it for a longer period of time! I'll continue to use it and see the progress.,Volume (ml):65,0,01 Aug 2019
733,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro Essence 65ml,$17.18,7 days is too short of a time to review the product as there isn’t any significant effect or result. I like the texture it has and it’s fast absorbency. It doesn’t take long to dry which is a very good thing in Singapore’s weather. I didn’t really see any radiance effect as promoted.,Volume (ml):65,0,01 Aug 2019
734,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro Essence 65ml,$17.18,Really refreshing scent! Easily absorbed and super lightweightwhich makes it perfect for Singapore's weather. Hydrates my skin and after the 6th dayi noticed that my skin is much clearer,Volume (ml):65,0,01 Aug 2019
735,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro Essence 65ml,$17.18,It was very easy to apply and it feels that the product is instantly absorbed into the skin. The texture was also very lightweight. However I don't really feel my skin being more radiant and youthful - maybe I need to use it for a longer period of time! I'll continue to use it and see the progress.,Volume (ml):65,0,01 Aug 2019
736,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro Essence 65ml,$17.18,Tried the micro essence and it really absorbs really well into the skin. Keeps your face well hydrated and instantly perks up your face!,Volume (ml):65,0,01 Aug 2019
737,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro Essence 65ml,$17.18,First time I tried its watery light texture and the most important it’s faster absorb to my skin. Non sticky so I could put my day cream after so I didn’t need to wait till dry.,Volume (ml):65,0,01 Aug 2019
738,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro Essence 65ml,$17.18,After using the product i feel there is not much changes before and after. The smell is nice and hydrating.,Volume (ml):65,0,30 Jul 2019
739,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro Essence 65ml,$17.18,L’Oréal Revitalift Crystal Micro-Essence Water is the first step in my skincare routine and it left my skin more hydrated and radiant. I like that I only need a small amount of Micro-Essence Water for my whole face and that it leaves my skin instantly smooth and soft!,Volume (ml):65,0,30 Jul 2019
740,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro Essence 65ml,$17.18,This product is easy to use and it is quickly absorbed into my skin. It’s also not sticky on the skin and I can feel my skin feeling more radiant and bright the next morning when I woke up. I would definitely like to continue using this product to see more visible results!,Volume (ml):65,0,30 Jul 2019
741,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro Essence 65ml,$17.18,I have very sensitive skin to fragrance  to product and also I get flare ups easily But after using this my face is not as dry as usual it also brighter and softer as usual. Most importantly it does burn my skin at all no redness or what so ever tooLove the light smell too,Volume (ml):65,0,29 Jul 2019
742,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro Essence 65ml,$17.18,My skin definitely appeared much brighter and clearer after using this product for a week! I love the results and how it made my skin feel as well as how it's so lightweight and fast-absorbing. However I found it slightly confusing at the start - if this should be used in replacement of my usual toner or together with it.,Volume (ml):65,0,28 Jul 2019
743,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro Essence 65ml,$17.18,Since Day 1 upon application I noticed how sinple it was. As per instruction I used 3 drops during the trial period every morning. What was interesting to me is unlike most similar products when the 3 drops went on my hand it felt smooth like water. & coverage was a breeze as well. I felt no stickiness during & after application. It didn't seem obvious at 1st but after about 3 days skin begins to look smoother & fairer.On the warmer days when I go out when I sweat I don't feel as sticky as I usually do. In overall after the 7-day trial period I am satisfied with this product and its results,Volume (ml):65,0,28 Jul 2019
744,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro Essence 65ml,$17.18,This essence is pretty effective in smoothening and brightening my skin. It doesn’t leave a sticky residue and absorbs well.,Volume (ml):65,0,27 Jul 2019
745,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro Essence 65ml,$17.18,Honestly feels that it works best when you first use it for 2-3 times thereafter it doesn't provide much benefits to the skin it looks pretty stagnant,Volume (ml):65,0,27 Jul 2019
746,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro Essence 65ml,$17.18,Essence is now an essential product I used to prep my skin daily. After cleansing and toning my skin I applied L'Oréal Paris Revitalift Crystal Micro-Essence by patting the essence on my face and neck. Only 3 drops are enough for my entire face. The essence is lightweight with watery texture which get absorbed into my skin really fast providing instant hydration and leave no sticky feeling. It does not cause any irritation to my skin as well. My skin looked less dull after a week of use it also improved my skin texture slightly and add radiance.,Volume (ml):65,0,26 Jul 2019
747,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro Essence 65ml,$17.18,i'm kind of feeling meh about this product as i didn't see much difference in my skin. it does smell good though and absorbs into my skin quickly. for overall difference in skin both over time and straight after i couldn't see a difference. hopefully i can see a difference with longer usage!,Volume (ml):65,0,26 Jul 2019
748,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro Essence 65ml,$17.18,Firstly the product contains a fragrance which I wouldn't usually recommend on a skincare item due to people with fragrance sensitivities but it's mild and pleasant. After 7 days of usage during daytime and night-time I did not see any obvious improvement to my complexion. I have acne-prone skin so at least the good thing is that there were no flare ups or reactions. It does make your skin feel smoother though and the consistency is incredibly light and watery and once on skin feels almost as if you applied a thin layer of lotion. I'm glad to have gotten to try it out and I hope my review helps those with the same skin ailments. However I speak from my experience and cannot guarantee it works the same for all.,Volume (ml):65,0,26 Jul 2019
749,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro Essence 65ml,$17.18,Highly recommended. For the 1st 2 days i got this peeling when i wash my face. After that my skin feel smoother.  My trial was on my menses period and i have a few breakouts. It helps to heal the pimples faster eventually.,Volume (ml):65,0,26 Jul 2019
750,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro Essence 65ml,$17.18,Very light toner which helps to hydrate my skin well. In addition it help to lighten some of my scars,Volume (ml):65,0,26 Jul 2019
751,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro Essence 65ml,$17.18,The product is absorbed nearly instantly  which is wonderful. I took a before and after photo but yet to see any significant difference maybe cos I've only used it for 1 week. There's a fragrance to the product which is decent.,Volume (ml):65,0,26 Jul 2019
752,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro Essence 65ml,$17.18,Very affordable yet effective product!! Have been using it Day and night for 7 days straight and I do see a difference in my skin. I have sensitive and dry skin but this essence works well for me. Turned my dull skin into glowing bright skin. Would definitely buy this product !,Volume (ml):65,0,26 Jul 2019
753,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro Essence 65ml,$17.18,What i can say is this product gives the skin a fresh base. The scent is definitely the fav. No irriation at all. I forgot i even used it for more than 7 days. This products does lift up the wrinkles around my eyes which i hv been insecure about. Thank you ! I will definitely consider to buy it once finish ❤️,Volume (ml):65,0,26 Jul 2019
754,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro Essence 65ml,$17.18,Tried. I find it not bad. If people were to ask me worth buying? My answer is yes you may give it a try. The hydration period/ result might need to take 3-5 days for those who have a very dry skin. ( like peeling kind ),Volume (ml):65,0,25 Jul 2019
755,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro Essence 65ml,$17.18,It does gives immediate hydration skin looks brighten and radiant after 7 days tried. No sensitiveno itchy and mild.However can feel a bit sticky after applied. Need time to absorb and penetrate to skin then  can feel skin smooth and soft,Volume (ml):65,0,23 Jul 2019
756,l-oreal-paris,Face Treatments Serums,L'Oreal Paris Revitalift Crystal Micro Essence 65ml,$17.18,This product easily absorbed into my skin within 10 seconds and I can feel my skin instantly hydrated after applying it. I use this after cleanser and skipped toner on lazy days but it makes my skin feel as though I’ve applied toner and moisturizer. Doesn’t feel sticky either which is plus point in our humid weather.,Volume (ml):65,0,18 Jul 2019
